Caja,Sucursal,ID Cámara,¿Alarma?,Fecha y Hora,Imagen,¿Gestionada?,Merma,Motivo Descarte,Recuperación,Tipo de Alerta,Hora Despliegue Alerta,Hora Gestión Alerta,Folio,Fecha Hora Cliente Acuse Recibo,Fecha Hora Servidor Acuse Recibo,Usuario,Detenido
5,121,71,False,2022-10-21 16:08:41+00:00,/app/media/2022/10/21/caja-5-13-08-41..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 16:08:41.668187+00:00,2022-10-21 20:39:02.667932+00:00,1,2022-10-21 16:06:14.651000+00:00,2022-10-21 16:08:41.728572+00:00,142205394,
4,121,45,False,2022-10-21 16:13:36+00:00,/app/media/2022/10/21/caja-4-13-13-36..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 16:13:36.416661+00:00,2022-10-21 20:38:44.506528+00:00,1,2022-10-21 16:11:09.398000+00:00,2022-10-21 16:13:36.522722+00:00,142205394,
5,121,73,False,2022-10-21 16:22:13+00:00,/app/media/2022/10/21/caja-5-13-22-13..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-21 16:22:13.816889+00:00,2022-10-21 19:24:04.460751+00:00,1,2022-10-21 16:19:46.801000+00:00,2022-10-21 16:22:13.887079+00:00,142205394,
7,121,70,False,2022-10-21 16:44:34+00:00,/app/media/2022/10/21/caja-7-13-44-34..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 16:44:34.996454+00:00,2022-10-21 19:45:01.725403+00:00,1,2022-10-21 16:42:07.975000+00:00,2022-10-21 16:44:35.191955+00:00,142205394,
6,121,56,False,2022-10-21 16:45:58+00:00,/app/media/2022/10/21/caja-6-13-45-58..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 16:45:58.332797+00:00,2022-10-21 19:46:03.146284+00:00,1,2022-10-21 16:43:31.306000+00:00,2022-10-21 16:45:58.495383+00:00,142205394,
7,121,73,False,2022-10-21 16:52:32+00:00,/app/media/2022/10/21/caja-7-13-52-32..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 16:52:32.342751+00:00,2022-10-21 20:38:10.190434+00:00,1,2022-10-21 16:50:05.315000+00:00,2022-10-21 16:52:32.528117+00:00,142205394,
6,121,62,False,2022-10-21 17:12:54+00:00,/app/media/2022/10/21/caja-6-14-12-54..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 17:12:54.206982+00:00,2022-10-21 20:13:05.877167+00:00,1,2022-10-21 17:10:27.140000+00:00,2022-10-21 17:12:54.285545+00:00,142205394,
5,121,79,False,2022-10-21 17:13:13+00:00,/app/media/2022/10/21/caja-5-14-13-13..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 17:13:13.544165+00:00,2022-10-21 20:14:18.246654+00:00,1,2022-10-21 17:10:46.481000+00:00,2022-10-21 17:13:13.593750+00:00,142205394,
7,121,75,False,2022-10-21 17:13:26+00:00,/app/media/2022/10/21/caja-7-14-13-26..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 17:13:27.079173+00:00,2022-10-21 20:14:09.041666+00:00,1,2022-10-21 17:11:00.010000+00:00,2022-10-21 17:13:27.122642+00:00,142205394,
2,121,64,False,2022-10-21 17:40:49+00:00,/app/media/2022/10/21/caja-2-14-40-49..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 17:40:49.734282+00:00,2022-10-21 20:41:15.186959+00:00,1,2022-10-21 17:38:22.637000+00:00,2022-10-21 17:40:49.768518+00:00,142205394,
5,121,86,False,2022-10-21 17:55:44+00:00,/app/media/2022/10/21/caja-5-14-55-44..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 17:55:44.678015+00:00,2022-10-21 20:57:31.203438+00:00,1,2022-10-21 17:53:17.612000+00:00,2022-10-21 17:55:44.873205+00:00,142205394,
7,121,83,False,2022-10-21 17:56:51+00:00,/app/media/2022/10/21/caja-7-14-56-51..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 17:56:51.599369+00:00,2022-10-21 20:57:10.902788+00:00,1,2022-10-21 17:54:24.526000+00:00,2022-10-21 17:56:51.661629+00:00,142205394,
7,121,84,False,2022-10-21 17:57:53+00:00,/app/media/2022/10/21/caja-7-14-57-53..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 17:57:53.248875+00:00,2022-10-21 20:57:58.968147+00:00,1,2022-10-21 17:55:26.175000+00:00,2022-10-21 17:57:53.307644+00:00,142205394,
7,121,85,False,2022-10-21 17:58:44+00:00,/app/media/2022/10/21/caja-7-14-58-44..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 17:58:45.034790+00:00,2022-10-21 20:58:58.301228+00:00,1,2022-10-21 17:56:17.957000+00:00,2022-10-21 17:58:45.209727+00:00,142205394,
4,121,64,False,2022-10-21 18:14:58+00:00,/app/media/2022/10/21/caja-4-15-14-58..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 18:14:58.701647+00:00,2022-10-21 21:46:44.312809+00:00,1,2022-10-21 18:12:31.583000+00:00,2022-10-21 18:14:58.764133+00:00,142205394,
4,121,66,False,2022-10-21 18:28:09+00:00,/app/media/2022/10/21/caja-4-15-28-09..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 18:28:10.097291+00:00,2022-10-21 21:47:52.640543+00:00,1,,,142205394,
0,121,0,False,2022-10-21 18:34:48+00:00,/app/media/2022/10/21/caja-0-15-34-48..jpg,True,0,Cliente Pagó en SCO,,carrazo,2022-10-21 18:34:48.503664+00:00,2022-10-21 21:47:45.213290+00:00,1,,,142205394,
2,121,79,False,2022-10-21 18:52:38+00:00,/app/media/2022/10/21/caja-2-15-52-38..jpg,True,0,Sin Control,,sco,2022-10-21 18:52:38.413844+00:00,2022-10-21 22:32:54.910991+00:00,1,2022-10-21 18:50:11.284000+00:00,2022-10-21 18:52:38.616338+00:00,142205394,
4,121,72,False,2022-10-21 18:57:50+00:00,/app/media/2022/10/21/caja-4-15-57-50..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 18:57:50.586046+00:00,2022-10-21 21:58:30.116101+00:00,1,2022-10-21 18:55:23.447000+00:00,2022-10-21 18:57:50.657036+00:00,142205394,
6,121,83,False,2022-10-21 18:59:34+00:00,/app/media/2022/10/21/caja-6-15-59-34..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 18:59:34.877077+00:00,2022-10-21 22:32:43.759461+00:00,1,2022-10-21 18:57:07.721000+00:00,2022-10-21 18:59:35.070274+00:00,142205394,
2,121,81,False,2022-10-21 19:04:02+00:00,/app/media/2022/10/21/caja-2-16-04-02..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:04:02.744228+00:00,2022-10-21 22:04:07.328974+00:00,1,2022-10-21 19:01:35.601000+00:00,2022-10-21 19:04:02.817788+00:00,142205394,
7,121,105,False,2022-10-21 19:04:44+00:00,/app/media/2022/10/21/caja-7-16-04-44..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:04:44.899196+00:00,2022-10-21 22:04:51.643371+00:00,1,2022-10-21 19:02:17.757000+00:00,2022-10-21 19:04:45.067192+00:00,142205394,
6,121,84,False,2022-10-21 19:06:21+00:00,/app/media/2022/10/21/caja-6-16-06-21..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:06:21.314628+00:00,2022-10-21 22:06:27.413827+00:00,1,2022-10-21 19:03:54.156000+00:00,2022-10-21 19:06:21.505657+00:00,142205394,
5,121,105,False,2022-10-21 19:08:05+00:00,/app/media/2022/10/21/caja-5-16-08-05..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:08:05.747702+00:00,2022-10-21 22:08:14.427873+00:00,1,2022-10-21 19:05:38.598000+00:00,2022-10-21 19:08:05.927433+00:00,142205394,
2,121,82,False,2022-10-21 19:11:41+00:00,/app/media/2022/10/21/caja-2-16-11-41..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:11:41.209848+00:00,2022-10-21 22:32:35.923498+00:00,1,2022-10-21 19:09:14.054000+00:00,2022-10-21 19:11:41.385399+00:00,142205394,
7,121,111,False,2022-10-21 19:36:12+00:00,/app/media/2022/10/21/caja-7-16-36-12..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:36:12.675006+00:00,2022-10-21 22:37:50.395536+00:00,1,2022-10-21 19:33:45.506000+00:00,2022-10-21 19:36:12.862313+00:00,142205394,
6,121,88,False,2022-10-21 19:39:37+00:00,/app/media/2022/10/21/caja-6-16-39-37..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:39:37.589845+00:00,2022-10-21 22:46:49.228699+00:00,1,2022-10-21 19:37:10.433000+00:00,2022-10-21 19:39:37.768565+00:00,142205394,
7,121,112,False,2022-10-21 19:41:29+00:00,/app/media/2022/10/21/caja-7-16-41-29..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:41:30.022958+00:00,2022-10-21 22:41:40.065092+00:00,1,2022-10-21 19:39:02.855000+00:00,2022-10-21 19:41:30.094078+00:00,142205394,
7,121,115,False,2022-10-21 19:55:54+00:00,/app/media/2022/10/21/caja-7-16-55-54..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:55:54.589114+00:00,2022-10-21 23:02:14.202360+00:00,1,2022-10-21 19:53:27.416000+00:00,2022-10-21 19:55:54.777599+00:00,142205394,
6,121,90,False,2022-10-21 19:56:37+00:00,/app/media/2022/10/21/caja-6-16-56-37..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 19:56:37.727940+00:00,2022-10-21 23:02:07.424771+00:00,1,2022-10-21 19:54:10.547000+00:00,2022-10-21 19:56:37.768834+00:00,142205394,
6,121,92,False,2022-10-21 20:00:08+00:00,/app/media/2022/10/21/caja-6-17-00-08..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:00:08.599261+00:00,2022-10-21 23:01:59.688205+00:00,1,2022-10-21 19:57:41.423000+00:00,2022-10-21 20:00:08.667802+00:00,142205394,
2,121,92,False,2022-10-21 20:10:25+00:00,/app/media/2022/10/21/caja-2-17-10-25..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:10:25.442822+00:00,2022-10-21 23:24:59.224909+00:00,1,2022-10-21 20:07:58.247000+00:00,2022-10-21 20:10:25.620135+00:00,142205394,
6,121,95,False,2022-10-21 20:11:07+00:00,/app/media/2022/10/21/caja-6-17-11-07..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:11:07.116520+00:00,2022-10-21 23:24:45.721576+00:00,1,2022-10-21 20:08:39.913000+00:00,2022-10-21 20:11:07.156700+00:00,142205394,
4,121,82,False,2022-10-21 20:11:50+00:00,/app/media/2022/10/21/caja-4-17-11-50..jpg,True,0,Intervención Cajera,,sco,2022-10-21 20:11:50.883684+00:00,2022-10-21 23:24:29.684139+00:00,1,2022-10-21 20:09:23.675000+00:00,2022-10-21 20:11:50.926123+00:00,142205394,
2,121,93,False,2022-10-21 20:15:33+00:00,/app/media/2022/10/21/caja-2-17-15-33..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:15:33.851697+00:00,2022-10-21 23:15:42.393687+00:00,1,2022-10-21 20:13:06.653000+00:00,2022-10-21 20:15:33.919233+00:00,142205394,
7,121,120,False,2022-10-21 20:21:33+00:00,/app/media/2022/10/21/caja-7-17-21-33..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:21:33.814170+00:00,2022-10-21 23:21:39.971429+00:00,1,2022-10-21 20:19:06.628000+00:00,2022-10-21 20:21:34.001061+00:00,142205394,
7,121,130,False,2022-10-21 20:46:02+00:00,/app/media/2022/10/21/caja-7-17-46-02..jpg,True,0,Intervención Cajera,,sco,2022-10-21 20:46:02.936935+00:00,2022-10-21 23:46:34.125026+00:00,1,2022-10-21 20:43:35.730000+00:00,2022-10-21 20:46:03.122894+00:00,142205394,
7,121,131,False,2022-10-21 20:48:36+00:00,/app/media/2022/10/21/caja-7-17-48-36..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 20:48:36.513242+00:00,2022-10-21 23:48:41.750613+00:00,1,2022-10-21 20:46:09.315000+00:00,2022-10-21 20:48:36.730048+00:00,142205394,
6,121,104,False,2022-10-21 21:10:50+00:00,/app/media/2022/10/21/caja-6-18-10-50..jpg,True,0,Error de Reconocimiento,,sco,2022-10-21 21:10:50.442263+00:00,2022-10-22 01:13:01.008919+00:00,1,2022-10-21 21:08:23.193000+00:00,2022-10-21 21:10:50.638034+00:00,142205394,
2,121,110,False,2022-10-21 21:11:32+00:00,/app/media/2022/10/21/caja-2-18-11-32..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 21:11:32.648401+00:00,2022-10-22 01:42:33.539430+00:00,1,2022-10-21 21:09:05.391000+00:00,2022-10-21 21:11:32.689461+00:00,142205394,
5,121,139,False,2022-10-21 21:15:00+00:00,/app/media/2022/10/21/caja-5-18-15-00..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-21 21:15:00.757502+00:00,2022-10-22 01:42:23.709349+00:00,1,2022-10-21 21:12:33.507000+00:00,2022-10-21 21:15:00.829580+00:00,142205394,
0,121,0,False,2022-10-21 21:25:24+00:00,/app/media/2022/10/21/caja-0-18-25-24..jpg,True,0,Sin Control,,carrazo,2022-10-21 21:25:24.975867+00:00,2022-10-22 01:41:58.511637+00:00,1,2022-10-21 21:22:57.707000+00:00,2022-10-21 21:25:25.048373+00:00,142205394,
4,121,98,False,2022-10-21 21:29:04+00:00,/app/media/2022/10/21/caja-4-18-29-04..jpg,True,0,Intervención Cajera,,sco,2022-10-21 21:29:04.803220+00:00,2022-10-22 01:41:11.581898+00:00,1,2022-10-21 21:26:37.569000+00:00,2022-10-21 21:29:04.868969+00:00,142205394,
7,121,144,False,2022-10-21 21:33:41+00:00,/app/media/2022/10/21/caja-7-18-33-41..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 21:33:41.715865+00:00,2022-10-22 01:41:00.797643+00:00,1,2022-10-21 21:31:14.479000+00:00,2022-10-21 21:33:41.780937+00:00,142205394,
5,121,145,False,2022-10-21 21:33:53+00:00,/app/media/2022/10/21/caja-5-18-33-53..jpg,True,0,Carro de otro cliente,,sco,2022-10-21 21:33:54.008643+00:00,2022-10-22 01:40:49.440254+00:00,1,2022-10-21 21:31:26.771000+00:00,2022-10-21 21:33:54.050877+00:00,142205394,
4,121,100,False,2022-10-21 21:40:29+00:00,/app/media/2022/10/21/caja-4-18-40-29..jpg,True,0,Intervención Cajera,,sco,2022-10-21 21:40:29.568070+00:00,2022-10-22 01:40:40.602810+00:00,1,2022-10-21 21:38:02.327000+00:00,2022-10-21 21:40:29.645935+00:00,142205394,
