Caja,Sucursal,ID Cámara,¿Alarma?,Fecha y Hora,Imagen,¿Gestionada?,Merma,Motivo Descarte,Recuperación,Tipo de Alerta,Hora Despliegue Alerta,Hora Gestión Alerta,Folio,Fecha Hora Cliente Acuse Recibo,Fecha Hora Servidor Acuse Recibo,Usuario,Detenido
6,3,26,False,2022-10-18 15:41:06+00:00,/app/media/2022/10/18/caja-6-12-41-06..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 15:41:06.336956+00:00,2022-10-18 18:41:32.924044+00:00,1,2022-10-18 15:18:36.726000+00:00,2022-10-18 15:41:07.686323+00:00,157277006,
7,3,30,False,2022-10-18 15:41:13+00:00,/app/media/2022/10/18/caja-7-12-41-13..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 15:41:13.108442+00:00,2022-10-18 18:41:17.571055+00:00,1,2022-10-18 15:18:43.499000+00:00,2022-10-18 15:41:13.277808+00:00,157277006,
4,3,28,False,2022-10-18 15:44:13+00:00,/app/media/2022/10/18/caja-4-12-44-13..jpg,True,0,Error de Reconocimiento,,sco,2022-10-18 15:44:13.468378+00:00,2022-10-18 18:44:28.044567+00:00,1,2022-10-18 15:21:43.784000+00:00,2022-10-18 15:44:13.625618+00:00,157277006,
1,3,41,False,2022-10-18 15:55:10+00:00,/app/media/2022/10/18/caja-1-12-55-10..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 15:55:10.559269+00:00,2022-10-18 18:55:55.070753+00:00,1,2022-10-18 15:32:40.781000+00:00,2022-10-18 15:55:11.834872+00:00,157277006,
5,3,41,False,2022-10-18 16:04:03+00:00,/app/media/2022/10/18/caja-5-13-04-03..jpg,True,0,Carro Vacío,,sco,2022-10-18 16:04:03.171458+00:00,2022-10-18 19:04:09.471342+00:00,1,2022-10-18 15:41:33.362000+00:00,2022-10-18 16:04:04.400527+00:00,157277006,
8,3,37,False,2022-10-18 16:10:05+00:00,/app/media/2022/10/18/caja-8-13-10-05..jpg,True,0,Multicompra,,sco,2022-10-18 16:10:05.995396+00:00,2022-10-18 19:10:51.219405+00:00,1,2022-10-18 15:47:36.118000+00:00,2022-10-18 16:10:07.256122+00:00,157277006,
10,3,65,False,2022-10-18 16:12:42+00:00,/app/media/2022/10/18/caja-10-13-12-42..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 16:12:42.482790+00:00,2022-10-18 19:12:51.237850+00:00,1,2022-10-18 15:50:12.583000+00:00,2022-10-18 16:12:43.861362+00:00,157277006,
0,3,0,False,2022-10-18 16:34:39+00:00,/app/media/2022/10/18/caja-0-13-34-39..jpg,True,0,Carro Uso Interno,,carrazo,2022-10-18 16:34:39.144477+00:00,2022-10-18 19:34:50.481452+00:00,1,2022-10-18 16:12:09.055000+00:00,2022-10-18 16:34:39.309377+00:00,157277006,
8,3,52,False,2022-10-18 17:03:41+00:00,/app/media/2022/10/18/caja-8-14-03-41..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 17:03:41.870366+00:00,2022-10-18 20:03:53.474045+00:00,1,2022-10-18 16:41:11.589000+00:00,2022-10-18 17:03:42.104213+00:00,157277006,
9,3,86,False,2022-10-18 17:10:28+00:00,/app/media/2022/10/18/caja-9-14-10-28..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 17:10:28.332209+00:00,2022-10-18 20:10:37.969720+00:00,1,2022-10-18 16:47:58.003000+00:00,2022-10-18 17:10:28.552779+00:00,157277006,
2,3,60,False,2022-10-18 17:21:00+00:00,/app/media/2022/10/18/caja-2-14-21-00..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 17:21:00.993944+00:00,2022-10-18 20:21:11.090181+00:00,1,2022-10-18 16:58:30.546000+00:00,2022-10-18 17:21:02.362068+00:00,157277006,
2,3,69,False,2022-10-18 17:46:00+00:00,/app/media/2022/10/18/caja-2-14-46-00..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-18 17:46:00.449088+00:00,2022-10-18 20:46:42.703617+00:00,1,2022-10-18 17:23:29.724000+00:00,2022-10-18 17:46:00.585662+00:00,157277006,
8,3,63,False,2022-10-18 17:46:23+00:00,/app/media/2022/10/18/caja-8-14-46-23..jpg,True,0,Carro Vacío,,sco,2022-10-18 17:46:23.929177+00:00,2022-10-18 20:46:29.214122+00:00,1,2022-10-18 17:23:53.200000+00:00,2022-10-18 17:46:24.013246+00:00,157277006,
4,3,67,False,2022-10-18 18:50:54+00:00,/app/media/2022/10/18/caja-4-15-50-54..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 18:50:54.175399+00:00,2022-10-18 21:51:17.360916+00:00,1,2022-10-18 18:28:22.948000+00:00,2022-10-18 18:50:55.370452+00:00,157277006,
7,3,78,True,2022-10-18 18:51:27+00:00,/app/media/2022/10/18/caja-7-15-51-27..jpg,False,0,,,sco,2022-10-18 18:51:27.873731+00:00,,1,,,,
5,3,79,False,2022-10-18 19:09:20+00:00,/app/media/2022/10/18/caja-5-16-09-20..jpg,True,0,Multicompra,,sco,2022-10-18 19:09:20.329667+00:00,2022-10-18 22:09:38.589734+00:00,1,2022-10-18 18:46:48.965000+00:00,2022-10-18 19:09:20.505683+00:00,157277006,
3,3,103,False,2022-10-18 19:18:41+00:00,/app/media/2022/10/18/caja-3-16-18-41..jpg,True,0,Carro Vacío,,sco,2022-10-18 19:18:41.295679+00:00,2022-10-18 22:18:50.936436+00:00,1,2022-10-18 18:56:09.799000+00:00,2022-10-18 19:18:41.414020+00:00,157277006,
6,3,76,False,2022-10-18 19:19:11+00:00,/app/media/2022/10/18/caja-6-16-19-11..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 19:19:11.292499+00:00,2022-10-18 22:19:18.905786+00:00,1,2022-10-18 18:56:39.831000+00:00,2022-10-18 19:19:11.402180+00:00,157277006,
10,3,126,False,2022-10-18 19:23:37+00:00,/app/media/2022/10/18/caja-10-16-23-37..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 19:23:37.234334+00:00,2022-10-18 22:23:48.743967+00:00,1,2022-10-18 19:01:05.753000+00:00,2022-10-18 19:23:38.486208+00:00,157277006,
8,3,78,False,2022-10-18 19:28:41+00:00,/app/media/2022/10/18/caja-8-16-28-41..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 19:28:41.980372+00:00,2022-10-18 22:28:57.680380+00:00,1,2022-10-18 19:06:10.403000+00:00,2022-10-18 19:28:43.179051+00:00,157277006,
5,3,82,False,2022-10-18 19:42:22+00:00,/app/media/2022/10/18/caja-5-16-42-22..jpg,True,0,Carro Vacío,,sco,2022-10-18 19:42:22.790511+00:00,2022-10-18 22:42:38.105014+00:00,1,2022-10-18 19:19:51.197000+00:00,2022-10-18 19:42:23.011728+00:00,157277006,
8,3,84,False,2022-10-18 20:07:55+00:00,/app/media/2022/10/18/caja-8-17-07-55..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 20:07:55.968592+00:00,2022-10-18 23:08:05.844025+00:00,1,2022-10-18 19:45:24.107000+00:00,2022-10-18 20:07:57.181866+00:00,157277006,
3,3,112,False,2022-10-18 20:23:15+00:00,/app/media/2022/10/18/caja-3-17-23-15..jpg,True,0,Multicompra,,sco,2022-10-18 20:23:15.761103+00:00,2022-10-18 23:24:06.499864+00:00,1,2022-10-18 20:00:43.782000+00:00,2022-10-18 20:23:17.092865+00:00,157277006,
8,3,90,False,2022-10-18 20:31:04+00:00,/app/media/2022/10/18/caja-8-17-31-04..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 20:31:04.696436+00:00,2022-10-19 01:43:09.891936+00:00,1,2022-10-18 20:08:32.646000+00:00,2022-10-18 20:31:05.924067+00:00,157277006,
10,3,145,False,2022-10-18 20:43:26+00:00,/app/media/2022/10/18/caja-10-17-43-26..jpg,True,0,Carro Vacío,,sco,2022-10-18 20:43:26.321248+00:00,2022-10-18 23:43:33.077868+00:00,1,2022-10-18 20:20:54.142000+00:00,2022-10-18 20:43:27.508383+00:00,157277006,
6,3,94,False,2022-10-18 21:13:06+00:00,/app/media/2022/10/18/caja-6-18-13-06..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 21:13:06.925410+00:00,2022-10-19 00:15:28.853265+00:00,1,2022-10-18 20:50:34.583000+00:00,2022-10-18 21:13:08.310918+00:00,157277006,
0,3,0,False,2022-10-18 21:19:14+00:00,/app/media/2022/10/18/caja-0-18-19-14..jpg,True,0,Cliente Pagó en SCO,,carrazo,2022-10-18 21:19:14.677388+00:00,2022-10-19 00:19:35.080981+00:00,1,2022-10-18 20:56:42.239000+00:00,2022-10-18 21:19:14.836200+00:00,157277006,
3,3,123,False,2022-10-18 21:24:20+00:00,/app/media/2022/10/18/caja-3-18-24-20..jpg,True,0,Carro Vacío,,sco,2022-10-18 21:24:20.376080+00:00,2022-10-19 00:24:49.769414+00:00,1,2022-10-18 21:01:47.859000+00:00,2022-10-18 21:24:21.571277+00:00,157277006,
6,3,100,False,2022-10-18 21:36:58+00:00,/app/media/2022/10/18/caja-6-18-36-58..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 21:36:58.946573+00:00,2022-10-19 00:40:35.871919+00:00,1,2022-10-18 21:14:26.320000+00:00,2022-10-18 21:37:00.077722+00:00,157277006,
6,3,101,False,2022-10-18 21:44:31+00:00,/app/media/2022/10/18/caja-6-18-44-31..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 21:44:31.236280+00:00,2022-10-19 00:44:46.299491+00:00,1,2022-10-18 21:21:58.640000+00:00,2022-10-18 21:44:32.512369+00:00,157277006,
8,3,119,False,2022-10-18 22:02:50+00:00,/app/media/2022/10/18/caja-8-19-02-50..jpg,True,0,Carro de otro cliente,,sco,2022-10-18 22:02:50.214850+00:00,2022-10-19 01:43:00.288245+00:00,1,2022-10-18 21:40:17.451000+00:00,2022-10-18 22:02:51.489241+00:00,157277006,
8,3,120,False,2022-10-18 22:11:34+00:00,/app/media/2022/10/18/caja-8-19-11-34..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-18 22:11:34.980514+00:00,2022-10-19 01:42:46.611224+00:00,1,2022-10-18 21:49:02.086000+00:00,2022-10-18 22:11:35.141283+00:00,157277006,
