Caja,Sucursal,ID Cámara,¿Alarma?,Fecha y Hora,Imagen,¿Gestionada?,Merma,Motivo Descarte,Recuperación,Tipo de Alerta,Hora Despliegue Alerta,Hora Gestión Alerta,Folio,Fecha Hora Cliente Acuse Recibo,Fecha Hora Servidor Acuse Recibo,Usuario,Detenido
7,3,48,False,2022-10-10 17:22:03+00:00,/app/media/2022/10/10/caja-7-14-22-03..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:22:04.031956+00:00,2022-10-10 20:22:11.905735+00:00,1,2022-10-10 17:01:12.262000+00:00,2022-10-10 17:22:05.303343+00:00,166477921,
7,3,49,False,2022-10-10 17:23:46+00:00,/app/media/2022/10/10/caja-7-14-23-46..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 17:23:47.048658+00:00,2022-10-10 20:27:26.919649+00:00,1,2022-10-10 17:02:55.220000+00:00,2022-10-10 17:23:47.148054+00:00,166477921,
7,3,50,False,2022-10-10 17:25:58+00:00,/app/media/2022/10/10/caja-7-14-25-58..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:25:59.036951+00:00,2022-10-10 20:26:05.676086+00:00,1,2022-10-10 17:05:07.270000+00:00,2022-10-10 17:25:59.239812+00:00,166477921,
7,3,51,False,2022-10-10 17:27:06+00:00,/app/media/2022/10/10/caja-7-14-27-06..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:27:06.504150+00:00,2022-10-10 20:27:12.926868+00:00,1,2022-10-10 17:06:14.756000+00:00,2022-10-10 17:27:06.716997+00:00,166477921,
7,3,52,False,2022-10-10 17:28:55+00:00,/app/media/2022/10/10/caja-7-14-28-55..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 17:28:55.909497+00:00,2022-10-10 21:02:13.732923+00:00,1,2022-10-10 17:08:04.111000+00:00,2022-10-10 17:28:56.082931+00:00,166477921,
1,3,64,False,2022-10-10 17:30:46+00:00,/app/media/2022/10/10/caja-1-14-30-46..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:30:46.958056+00:00,2022-10-10 20:33:56.952590+00:00,1,2022-10-10 17:09:55.137000+00:00,2022-10-10 17:30:48.062474+00:00,166477921,
1,3,65,False,2022-10-10 17:32:47+00:00,/app/media/2022/10/10/caja-1-14-32-47..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:32:48.002871+00:00,2022-10-10 20:32:56.860430+00:00,1,2022-10-10 17:11:56.192000+00:00,2022-10-10 17:32:48.207811+00:00,166477921,
7,3,53,False,2022-10-10 17:33:22+00:00,/app/media/2022/10/10/caja-7-14-33-22..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:33:22.161148+00:00,2022-10-10 20:33:36.155103+00:00,1,2022-10-10 17:12:30.356000+00:00,2022-10-10 17:33:22.338989+00:00,166477921,
7,3,54,False,2022-10-10 17:34:56+00:00,/app/media/2022/10/10/caja-7-14-34-56..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-10 17:34:56.977941+00:00,2022-10-10 20:35:06.314083+00:00,1,2022-10-10 17:14:05.093000+00:00,2022-10-10 17:34:58.007515+00:00,166477921,
7,3,55,False,2022-10-10 17:39:30+00:00,/app/media/2022/10/10/caja-7-14-39-30..jpg,True,0,Intervención Cajera,,sco,2022-10-10 17:39:30.841340+00:00,2022-10-10 20:39:49.354564+00:00,1,2022-10-10 17:18:38.944000+00:00,2022-10-10 17:39:32.131362+00:00,166477921,
7,3,56,False,2022-10-10 17:42:04+00:00,/app/media/2022/10/10/caja-7-14-42-04..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 17:42:05.645437+00:00,2022-10-10 20:42:14.243731+00:00,1,2022-10-10 17:21:13.745000+00:00,2022-10-10 17:42:06.964227+00:00,166477921,
7,3,57,False,2022-10-10 17:47:45+00:00,/app/media/2022/10/10/caja-7-14-47-45..jpg,True,0,Intervención Cajera,,sco,2022-10-10 17:47:45.972256+00:00,2022-10-10 20:47:52.865048+00:00,1,2022-10-10 17:26:54.039000+00:00,2022-10-10 17:47:47.038311+00:00,166477921,
10,3,84,False,2022-10-10 18:03:24+00:00,/app/media/2022/10/10/caja-10-15-03-24..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 18:03:24.958340+00:00,2022-10-10 21:03:44.164991+00:00,1,2022-10-10 17:42:32.840000+00:00,2022-10-10 18:03:26.000325+00:00,166477921,
7,3,59,False,2022-10-10 18:04:41+00:00,/app/media/2022/10/10/caja-7-15-04-41..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 18:04:41.823246+00:00,2022-10-10 21:04:57.660825+00:00,1,2022-10-10 17:43:49.708000+00:00,2022-10-10 18:04:41.946587+00:00,166477921,
6,3,60,False,2022-10-10 18:16:26+00:00,/app/media/2022/10/10/caja-6-15-16-26..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 18:16:26.889930+00:00,2022-10-10 21:18:11.591195+00:00,1,,,166477921,
4,3,9,False,2022-10-10 18:17:51+00:00,/app/media/2022/10/10/caja-4-15-17-51..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 18:17:51.922507+00:00,2022-10-10 21:17:59.001787+00:00,1,2022-10-10 17:56:59.667000+00:00,2022-10-10 18:17:52.993273+00:00,166477921,
8,3,80,False,2022-10-10 18:40:43+00:00,/app/media/2022/10/10/caja-8-15-40-43..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 18:40:43.623793+00:00,2022-10-10 21:41:21.965380+00:00,1,2022-10-10 18:19:51.190000+00:00,2022-10-10 18:40:44.829351+00:00,166477921,
1,3,86,False,2022-10-10 18:44:10+00:00,/app/media/2022/10/10/caja-1-15-44-10..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 18:44:11.041838+00:00,2022-10-10 21:44:18.343403+00:00,1,2022-10-10 18:23:18.619000+00:00,2022-10-10 18:44:12.200563+00:00,166477921,
6,3,69,True,2022-10-10 19:07:32+00:00,/app/media/2022/10/10/caja-6-16-07-32..jpg,True,0,,False,sco,2022-10-10 19:07:32.732487+00:00,2022-10-10 22:09:56.175466+00:00,1,2022-10-10 18:46:40.121000+00:00,2022-10-10 19:07:33.976490+00:00,166477921,
6,3,71,False,2022-10-10 19:29:40+00:00,/app/media/2022/10/10/caja-6-16-29-40..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 19:29:40.162519+00:00,2022-10-10 22:29:49.098188+00:00,1,2022-10-10 19:08:47.364000+00:00,2022-10-10 19:29:41.333672+00:00,166477921,
2,3,91,False,2022-10-10 19:50:17+00:00,/app/media/2022/10/10/caja-2-16-50-17..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 19:50:17.177486+00:00,2022-10-10 22:50:24.300576+00:00,1,2022-10-10 19:29:24.237000+00:00,2022-10-10 19:50:18.330360+00:00,166477921,
0,3,0,False,2022-10-10 19:53:07+00:00,/app/media/2022/10/10/caja-0-16-53-07..jpg,True,0,Error de Reconocimiento,,carrazo,2022-10-10 19:53:07.284488+00:00,2022-10-10 22:53:15.700834+00:00,1,2022-10-10 19:32:14.285000+00:00,2022-10-10 19:53:08.588275+00:00,166477921,
10,3,121,False,2022-10-10 20:01:48+00:00,/app/media/2022/10/10/caja-10-17-01-48..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 20:01:48.663420+00:00,2022-10-10 23:01:55.261075+00:00,1,2022-10-10 19:40:55.552000+00:00,2022-10-10 20:01:49.872259+00:00,166477921,
2,3,97,False,2022-10-10 20:05:59+00:00,/app/media/2022/10/10/caja-2-17-05-59..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 20:05:59.164201+00:00,2022-10-10 23:06:09.020555+00:00,1,2022-10-10 19:45:06.071000+00:00,2022-10-10 20:06:00.347500+00:00,166477921,
8,3,100,False,2022-10-10 20:12:27+00:00,/app/media/2022/10/10/caja-8-17-12-27..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 20:12:27.912927+00:00,2022-10-10 23:13:08.895714+00:00,1,2022-10-10 19:51:34.718000+00:00,2022-10-10 20:12:28.992837+00:00,166477921,
5,3,80,False,2022-10-10 20:14:56+00:00,/app/media/2022/10/10/caja-5-17-14-56..jpg,True,0,Multicompra,,sco,2022-10-10 20:14:56.175879+00:00,2022-10-10 23:15:15.709944+00:00,1,2022-10-10 19:54:03.041000+00:00,2022-10-10 20:14:57.325570+00:00,166477921,
6,3,85,False,2022-10-10 20:20:46+00:00,/app/media/2022/10/10/caja-6-17-20-46..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 20:20:46.539788+00:00,2022-10-10 23:20:54.082353+00:00,1,2022-10-10 19:59:53.367000+00:00,2022-10-10 20:20:47.702467+00:00,166477921,
6,3,86,False,2022-10-10 20:26:10+00:00,/app/media/2022/10/10/caja-6-17-26-10..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 20:26:10.888928+00:00,2022-10-10 23:26:19.547912+00:00,1,2022-10-10 20:05:17.679000+00:00,2022-10-10 20:26:12.268689+00:00,166477921,
7,3,93,False,2022-10-10 20:27:09+00:00,/app/media/2022/10/10/caja-7-17-27-09..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 20:27:09.726594+00:00,2022-10-10 23:27:20.522884+00:00,1,2022-10-10 20:06:16.412000+00:00,2022-10-10 20:27:10.768423+00:00,166477921,
1,3,115,False,2022-10-10 20:37:42+00:00,/app/media/2022/10/10/caja-1-17-37-42..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 20:37:42.442944+00:00,2022-10-10 23:37:51.326167+00:00,1,2022-10-10 20:16:49.138000+00:00,2022-10-10 20:37:43.714613+00:00,166477921,
0,3,0,False,2022-10-10 20:39:32+00:00,/app/media/2022/10/10/caja-0-17-39-32..jpg,True,0,Cliente Pagó en SCO,,carrazo,2022-10-10 20:39:33.005575+00:00,2022-10-10 23:40:07.236183+00:00,1,2022-10-10 20:18:39.635000+00:00,2022-10-10 20:39:34.098639+00:00,166477921,
7,3,98,False,2022-10-10 20:49:26+00:00,/app/media/2022/10/10/caja-7-17-49-26..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 20:49:26.947010+00:00,2022-10-10 23:49:43.191294+00:00,1,2022-10-10 20:28:33.545000+00:00,2022-10-10 20:49:28.246329+00:00,166477921,
6,3,92,False,2022-10-10 20:57:58+00:00,/app/media/2022/10/10/caja-6-17-57-58..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 20:57:58.815155+00:00,2022-10-10 23:58:17.069721+00:00,1,2022-10-10 20:37:05.347000+00:00,2022-10-10 20:58:00.091657+00:00,166477921,
3,3,117,False,2022-10-10 21:08:39+00:00,/app/media/2022/10/10/caja-3-18-08-39..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 21:08:39.872539+00:00,2022-10-11 00:40:38.132777+00:00,1,2022-10-10 20:47:46.249000+00:00,2022-10-10 21:08:41.059399+00:00,166477921,
2,3,120,False,2022-10-10 21:11:10+00:00,/app/media/2022/10/10/caja-2-18-11-10..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 21:11:10.328870+00:00,2022-10-11 00:11:19.429151+00:00,1,2022-10-10 20:50:16.751000+00:00,2022-10-10 21:11:11.546311+00:00,166477921,
10,3,143,False,2022-10-10 21:22:14+00:00,/app/media/2022/10/10/caja-10-18-22-14..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 21:22:14.401077+00:00,2022-10-11 00:22:37.326018+00:00,1,2022-10-10 21:01:20.744000+00:00,2022-10-10 21:22:15.656975+00:00,166477921,
10,3,144,False,2022-10-10 21:23:56+00:00,/app/media/2022/10/10/caja-10-18-23-56..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 21:23:56.124918+00:00,2022-10-11 00:24:36.893972+00:00,1,2022-10-10 21:03:15.748000+00:00,2022-10-10 21:24:10.529935+00:00,166477921,
8,3,123,False,2022-10-10 21:27:48+00:00,/app/media/2022/10/10/caja-8-18-27-48..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 21:27:48.280444+00:00,2022-10-11 00:28:00.625489+00:00,1,2022-10-10 21:06:54.557000+00:00,2022-10-10 21:27:49.453130+00:00,166477921,
6,3,100,False,2022-10-10 21:34:49+00:00,/app/media/2022/10/10/caja-6-18-34-49..jpg,True,0,Multicompra,,sco,2022-10-10 21:34:49.849681+00:00,2022-10-11 00:35:14.359369+00:00,1,2022-10-10 21:13:56.014000+00:00,2022-10-10 21:34:51.153237+00:00,166477921,
5,3,99,False,2022-10-10 21:39:32+00:00,/app/media/2022/10/10/caja-5-18-39-32..jpg,True,0,Multicompra,,sco,2022-10-10 21:39:32.193190+00:00,2022-10-11 00:39:45.195578+00:00,1,2022-10-10 21:18:38.335000+00:00,2022-10-10 21:39:33.477067+00:00,166477921,
7,3,118,False,2022-10-10 21:57:06+00:00,/app/media/2022/10/10/caja-7-18-57-06..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 21:57:06.647041+00:00,2022-10-11 00:59:15.656516+00:00,1,2022-10-10 21:36:12.647000+00:00,2022-10-10 21:57:07.873109+00:00,166477921,
8,3,134,False,2022-10-10 21:58:18+00:00,/app/media/2022/10/10/caja-8-18-58-18..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 21:58:18.494562+00:00,2022-10-11 00:59:32.792580+00:00,1,2022-10-10 21:37:24.506000+00:00,2022-10-10 21:58:18.699311+00:00,166477921,
4,3,55,False,2022-10-10 22:05:39+00:00,/app/media/2022/10/10/caja-4-19-05-39..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 22:05:39.902898+00:00,2022-10-11 01:05:52.577441+00:00,1,2022-10-10 21:44:45.816000+00:00,2022-10-10 22:05:41.067958+00:00,166477921,
3,3,145,False,2022-10-10 22:29:26+00:00,/app/media/2022/10/10/caja-3-19-29-26..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 22:29:26.715519+00:00,2022-10-11 01:29:36.215714+00:00,1,2022-10-10 22:08:32.480000+00:00,2022-10-10 22:29:27.880169+00:00,166477921,
8,3,146,False,2022-10-10 22:35:25+00:00,/app/media/2022/10/10/caja-8-19-35-25..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 22:35:25.683531+00:00,2022-10-11 01:35:42.165661+00:00,1,2022-10-10 22:14:31.376000+00:00,2022-10-10 22:35:26.914268+00:00,166477921,
4,3,64,False,2022-10-10 22:35:52+00:00,/app/media/2022/10/10/caja-4-19-35-52..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 22:35:52.184271+00:00,2022-10-11 01:37:52.224957+00:00,1,,,166477921,
3,3,148,False,2022-10-10 22:37:01+00:00,/app/media/2022/10/10/caja-3-19-37-01..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 22:37:01.648371+00:00,2022-10-11 01:37:20.135988+00:00,1,2022-10-10 22:16:07.270000+00:00,2022-10-10 22:37:02.676416+00:00,166477921,
7,3,137,False,2022-10-10 22:54:12+00:00,/app/media/2022/10/10/caja-7-19-54-12..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 22:54:12.188215+00:00,2022-10-11 01:54:36.949603+00:00,1,2022-10-10 22:33:17.763000+00:00,2022-10-10 22:54:13.511913+00:00,166477921,
0,3,0,False,2022-10-10 23:16:19+00:00,/app/media/2022/10/10/caja-0-20-16-19..jpg,True,0,Cliente Pagó en SCO,,carrazo,2022-10-10 23:16:19.668259+00:00,2022-10-11 02:16:47.779134+00:00,1,2022-10-10 22:55:33.773000+00:00,2022-10-10 23:16:29.529691+00:00,166477921,
2,3,167,False,2022-10-10 23:21:52+00:00,/app/media/2022/10/10/caja-2-20-21-52..jpg,True,0,Carro de otro cliente,,sco,2022-10-10 23:21:52.690273+00:00,2022-10-11 02:22:08.859650+00:00,1,2022-10-10 23:00:57.973000+00:00,2022-10-10 23:21:52.828786+00:00,166477921,
10,3,186,False,2022-10-10 23:32:20+00:00,/app/media/2022/10/10/caja-10-20-32-20..jpg,True,0,Bolsa Reutilizable,,sco,2022-10-10 23:32:20.831058+00:00,2022-10-11 02:32:30.074311+00:00,1,2022-10-10 23:11:26.028000+00:00,2022-10-10 23:32:21.936169+00:00,166477921,
0,3,0,False,2022-10-10 23:32:24+00:00,/app/media/2022/10/10/caja-0-20-32-24..jpg,True,0,Cliente Pagó en SCO,,carrazo,2022-10-10 23:32:24.048619+00:00,2022-10-11 02:33:23.388605+00:00,1,,,166477921,
10,3,187,False,2022-10-10 23:51:02+00:00,/app/media/2022/10/10/caja-10-20-51-02..jpg,True,0,Error de Reconocimiento,,sco,2022-10-10 23:51:02.706318+00:00,2022-10-11 02:51:23.926811+00:00,1,2022-10-10 23:30:07.826000+00:00,2022-10-10 23:51:03.916764+00:00,166477921,
2,3,183,False,2022-10-11 00:08:57+00:00,/app/media/2022/10/10/caja-2-21-08-57..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-11 00:08:57.494521+00:00,2022-10-11 04:45:16.016680+00:00,1,2022-10-10 23:48:02.371000+00:00,2022-10-11 00:08:58.765520+00:00,166477921,
9,3,176,False,2022-10-11 00:10:28+00:00,/app/media/2022/10/10/caja-9-21-10-28..jpg,True,0,Carro Vacío,,sco,2022-10-11 00:10:28.457561+00:00,2022-10-11 04:45:01.716567+00:00,1,2022-10-10 23:49:33.362000+00:00,2022-10-11 00:10:28.627869+00:00,166477921,
2,3,184,False,2022-10-11 00:11:12+00:00,/app/media/2022/10/10/caja-2-21-11-12..jpg,True,0,Cliente Pagó en SCO,,sco,2022-10-11 00:11:12.581244+00:00,2022-10-11 04:44:51.052978+00:00,1,2022-10-10 23:50:17.432000+00:00,2022-10-11 00:11:12.667072+00:00,166477921,
10,3,199,False,2022-10-11 00:34:59+00:00,/app/media/2022/10/10/caja-10-21-34-59..jpg,True,0,Carro Vacío,,sco,2022-10-11 00:34:59.797217+00:00,2022-10-11 04:44:26.624095+00:00,1,2022-10-11 00:14:04.532000+00:00,2022-10-11 00:34:59.992561+00:00,166477921,
0,3,0,False,2022-10-11 02:10:13+00:00,/app/media/2022/10/10/caja-0-23-10-13..jpg,True,0,Carro Vacío,,carrazo,2022-10-11 02:10:13.048197+00:00,2022-10-11 14:54:43.764322+00:00,1,,,166477921,
